Price,Close,High,Low,Open,Volume
Ticker,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD
Datetime,,,,,
2025-06-30 00:00:00+00:00,0.16974285244941711,0.16974285244941711,0.1690014898777008,0.16958370804786682,0
2025-06-30 01:00:00+00:00,0.16890569031238556,0.16978196799755096,0.1687675416469574,0.16975143551826477,22122368
2025-06-30 02:00:00+00:00,0.1677045226097107,0.1689077913761139,0.1677045226097107,0.1689077913761139,9315264
2025-06-30 03:00:00+00:00,0.16751237213611603,0.16769373416900635,0.16688832640647888,0.16769373416900635,11353792
2025-06-30 04:00:00+00:00,0.1668836921453476,0.1679392009973526,0.1668836921453476,0.16751570999622345,11862976
2025-06-30 05:00:00+00:00,0.16713733971118927,0.16717831790447235,0.16680069267749786,0.1668737530708313,10075456
2025-06-30 06:00:00+00:00,0.16517022252082825,0.16714441776275635,0.164829283952713,0.16713854670524597,28005504
2025-06-30 07:00:00+00:00,0.16588449478149414,0.165925070643425,0.16507568955421448,0.16515180468559265,24706624
2025-06-30 08:00:00+00:00,0.16523611545562744,0.1658814251422882,0.16523611545562744,0.16586390137672424,13422848
2025-06-30 09:00:00+00:00,0.16507628560066223,0.16587825119495392,0.16507628560066223,0.16523918509483337,0
2025-06-30 10:00:00+00:00,0.16481047868728638,0.16515658795833588,0.16470393538475037,0.16507288813591003,0
2025-06-30 11:00:00+00:00,0.16492006182670593,0.16532275080680847,0.16471701860427856,0.16479910910129547,3416192
2025-06-30 12:00:00+00:00,0.1640089601278305,0.16515517234802246,0.16389930248260498,0.1649148017168045,267136
2025-06-30 13:00:00+00:00,0.16413594782352448,0.16505493223667145,0.16401581466197968,0.16401581466197968,2140352
2025-06-30 14:00:00+00:00,0.16374604403972626,0.16464532911777496,0.16374604403972626,0.16413013637065887,39443008
2025-06-30 15:00:00+00:00,0.165077805519104,0.16561542451381683,0.16265970468521118,0.16372013092041016,89299840
2025-06-30 16:00:00+00:00,0.16518625617027283,0.1652243584394455,0.1644337773323059,0.1649966984987259,12626112
2025-06-30 17:00:00+00:00,0.16552092134952545,0.1655426025390625,0.16508910059928894,0.1651940792798996,17183488
2025-06-30 18:00:00+00:00,0.1646285504102707,0.16595855355262756,0.1645524799823761,0.16551931202411652,0
2025-06-30 19:00:00+00:00,0.1671781986951828,0.1671781986951828,0.16461215913295746,0.16461776196956635,28225088
2025-06-30 20:00:00+00:00,0.16711725294589996,0.16784369945526123,0.1669781357049942,0.16742491722106934,24004992
2025-06-30 21:00:00+00:00,0.1656118482351303,0.16707147657871246,0.16558896005153656,0.16707147657871246,4904192
2025-06-30 22:00:00+00:00,0.16541413962841034,0.1659432351589203,0.16541413962841034,0.16564829647541046,0
2025-06-30 23:00:00+00:00,0.16514255106449127,0.1655980795621872,0.16498801112174988,0.16539645195007324,0
2025-07-01 00:00:00+00:00,0.16538740694522858,0.16584046185016632,0.16472238302230835,0.165147066116333,0
2025-07-01 01:00:00+00:00,0.16522106528282166,0.1661403626203537,0.16522106528282166,0.16539455950260162,0
2025-07-01 02:00:00+00:00,0.16428278386592865,0.16555996239185333,0.16428278386592865,0.1652158796787262,8093568
2025-07-01 03:00:00+00:00,0.16483484208583832,0.16494928300380707,0.16419678926467896,0.1642821580171585,0
2025-07-01 04:00:00+00:00,0.16352659463882446,0.16492591798305511,0.16352659463882446,0.16484925150871277,0
2025-07-01 05:00:00+00:00,0.16283763945102692,0.1634937822818756,0.16232897341251373,0.1634937822818756,24754496
2025-07-01 06:00:00+00:00,0.1629708856344223,0.16307905316352844,0.16247816383838654,0.16282068192958832,0
2025-07-01 07:00:00+00:00,0.16261062026023865,0.1630348563194275,0.16162274777889252,0.16296358406543732,0
2025-07-01 08:00:00+00:00,0.16096104681491852,0.16256976127624512,0.16095449030399323,0.16256976127624512,0
2025-07-01 09:00:00+00:00,0.16137969493865967,0.16138532757759094,0.1608307659626007,0.1609569787979126,6396672
2025-07-01 10:00:00+00:00,0.1615389585494995,0.1615985929965973,0.16131044924259186,0.16137747466564178,0
2025-07-01 11:00:00+00:00,0.16099689900875092,0.16159062087535858,0.16099689900875092,0.16154178977012634,9169024
2025-07-01 12:00:00+00:00,0.16009990870952606,0.16108357906341553,0.16008810698986053,0.1609918475151062,0
